date,VTI,XLK,XLE,XLV,VLUE,MTUM,USMV,SPHQ,AAA,AAB,BBA,BBB,CCA,DDD
2026-05-19,0.0088049404,0.0032356350,0.0069097293,0.0070078361,0.0113062147,0.0051378439,0.0022175241,0.0041092964,0.0009745540,0.0018065600,-0.0008593319,0.0009954347,0.0004477354,0.0146594904
2026-05-20,0.0088644706,0.0036427548,0.0054867107,0.0077397020,0.0119467091,0.0058884962,0.0018675544,0.0036356634,0.0053182994,0.0054895764,0.0002135401,0.0008441411,0.0013285838,0.0167147513
2026-05-21,0.0082201082,0.0034741102,0.0035648048,0.0079418593,0.0117541615,0.0061434990,0.0012271574,0.0027158458,0.0083725947,0.0084579162,0.0013690780,0.0009115910,0.0022664013,0.0173379564
2026-05-22,0.0069518759,0.0027990811,0.0012708593,0.0076606834,0.0107783469,0.0059217086,0.0003523440,0.0014203768,0.0095484705,0.0100844745,0.0021964115,0.0010536043,0.0032442692,0.0164685226
2026-05-25,0.0051986110,0.0017445159,-0.0012261810,0.0069854720,0.0091326156,0.0052917722,-0.0006713486,-0.0001388848,0.0086469454,0.0099255431,0.0023602143,0.0010803247,0.0042431490,0.0142043492
2026-05-26,0.0031446388,0.0004812852,-0.0037286228,0.0060390307,0.0069827515,0.0043634951,-0.0017367672,-0.0018188495,0.0058847037,0.0078389251,0.0016698930,0.0007938800,0.0052419249,0.0107939285
2026-05-27,0.0010021140,-0.0007936070,-0.0060265498,0.0049651256,0.0045314028,0.0032750656,-0.0027253928,-0.0034584346,0.0018266824,0.0040491285,0.0001165170,0.0000340272,0.0062173793,0.0066118083
2026-05-28,-0.0010092870,-0.0018776030,-0.0079160541,0.0039140138,0.0019995539,0.0021775142,-0.0035189562,-0.0048936973,-0.0027489818,-0.0008614254,-0.0021283976,-0.0012770465,0.0071442278,0.0021198291
2026-05-29,-0.0026833860,-0.0025838530,-0.0092175178,0.0030274419,-0.0003932409,0.0012180553,-0.0040113009,-0.0059734242,-0.0070139050,-0.0060400126,-0.0047493771,-0.0031005517,0.0079953465,-0.0021818176
2026-06-01,-0.0038472318,-0.0027610749,-0.0097922536,0.0024245551,-0.0024480477,0.0005240565,-0.0041193418,-0.0065736957,-0.0102393777,-0.0105161278,-0.0073483930,-0.0052662156,0.0087423157,-0.0058084737
2026-06-02,-0.0043776549,-0.0023100631,-0.0095559420,0.0021900682,-0.0040034348,0.0001893040,-0.0037920473,-0.0066100330,-0.0119030660,-0.0133885659,-0.0095163608,-0.0074822358,0.0093563644,-0.0083439773
2026-06-03,-0.0042130712,-0.0011952144,-0.0084875781,0.0023658337,-0.0049485469,0.0002639817,-0.0030165513,-0.0060459627,-0.0117399645,-0.0140069944,-0.0108993604,-0.0093710074,0.0098097464,-0.0094868605
2026-06-04,-0.0033594088,0.0005500875,-0.0066330350,0.0029466171,-0.0052312513,0.0007493957,-0.0018207675,-0.0048971697,-0.0097428495,-0.0121077445,-0.0112473795,-0.0105263792,0.0100775103,-0.0090846099
2026-06-05,-0.0018895918,0.0028247965,-0.0041028390,0.0038804843,-0.0048607077,0.0015979762,-0.0002722099,-0.0032308270,-0.0061292700,-0.0078731781,-0.0104391337,-0.0105834834,0.0101395522,-0.0071520742
2026-06-08,0.0000633690,0.0054681645,-0.0010642744,0.0050737670,-0.0039042474,0.0027185449,0.0015269230,-0.0011601452,-0.0012947262,-0.0019011650,-0.0084831081,-0.0092889753,0.0099827739,-0.0038718086
2026-06-09,0.0023190206,0.0082736264,0.0022715421,0.0064001310,-0.0024789768,0.0039862890,0.0034479831,0.0011653622,0.0042342507,0.0049083563,-0.0055005269,-0.0065585658,0.0096031194,0.0004238804
2026-06-10,0.0046666422,0.0110073257,0.0056665192,0.0077128817,-0.0007390141,0.0052563960,0.0053466974,0.0035729955,0.0098438761,0.0115242063,-0.0016990523,-0.0025103209,0.0090072334,0.0052874092
2026-06-11,0.0068853118,0.0134295477,0.0088749151,0.0088593264,0.0011403418,0.0063799208,0.0070756003,0.0058821472,0.0148799537,0.0169745634,0.0026539853,0.0025338648,0.0082134871,0.0102032892
2026-06-12,0.0087649530,0.0153170418,0.0116634331,0.0096958214,0.0029799365,0.0072202212,0.0084969365,0.0079203131,0.0187075754,0.0205169098,0.0072528143,0.0080806663,0.0072521533,0.0146433187
2026-06-15,0.0101263550,0.0164841198,0.0138303201,0.0101020572,0.0046138986,0.0076682331,0.0094948454,0.0095383435,0.0207891079,0.0217536862,0.0117673229,0.0135275255,0.0061645755,0.0181236146
2026-06-16,0.0108382569,0.0168005228,0.0152217837,0.0099932126,0.0059049506,0.0076549647,0.0099856988,0.0106235075,0.0207751214,0.0206742261,0.0158529191,0.0182450957,0.0050012664,0.0202572527
2026-06-17,0.0108298693,0.0162043505,0.0157442873,0.0093288062,0.0067564621,0.0071598662,0.0099256332,0.0111091575,0.0185903464,0.0176211873,0.0191619677,0.0216665976,0.0038189826,0.0207967268
2026-06-18,0.0100976371,0.0147088041,0.0153716558,0.0081173892,0.0071201493,0.0062141491,0.0093145735,0.0109800980,0.0144882934,0.0131961750,0.0213629540,0.0233694230,0.0026769355,0.0196615216
2026-06-19,0.0087056006,0.0124020770,0.0141463930,0.0064166173,0.0069987666,0.0048986404,0.0081963706,0.0102731738,0.0090486364,0.0081305898,0.0221710281,0.0231356715,0.0016324079,0.0169477028
2026-06-22,0.0067793190,0.0094403709,0.0121751394,0.0043286815,0.0064436375,0.0033363180,0.0066550359,0.0090730430,0.0031025368,0.0031516700,0.0213889594,0.0209820677,0.0007361379,0.0129183916
2026-06-23,0.0044939373,0.0060346626,0.0096187244,0.0019915164,0.0055473749,0.0016802231,0.0048074170,0.0075035569,-0.0024096402,-0.0011298712,0.0189521997,0.0171550941,0.0000278911,0.0079760859
2026-06-24,0.0020575310,0.0024324370,0.0066777536,-0.0004333903,0.0044326140,0.0000979321,0.0027929889,0.0057155827,-0.0066221450,-0.0042933645,0.0149674703,0.0120931484,-0.0004673373,0.0026197881
2026-06-25,-0.0003086800,-0.0011039264,0.0035750660,-0.0027754416,0.0032379610,-0.0012458610,0.0007617012,0.0038724407,-0.0089265950,-0.0061371508,0.0097326132,0.0063629288,-0.0007420716,-0.0026084245
2026-06-26,-0.0023913660,-0.0043201062,0.0005366655,-0.0048702668,0.0021026238,-0.0022068835,-0.0011390004,0.0021343490,-0.0091059569,-0.0066678053,0.0037272596,0.0005811001,-0.0008077071,-0.0071815797
2026-06-29,-0.0040053627,-0.0069920028,-0.0022271490,-0.0065745011,0.0011513061,-0.0026771342,-0.0027767879,0.0006433590,-0.0073812963,-0.0060613162,-0.0024308956,-0.0046660447,-0.0006942262,-0.0106444047
2026-06-30,-0.0050112560,-0.0089450586,-0.0045387724,-0.0077786170,0.0004809031,-0.0025973767,-0.0040455468,-0.0004897853,-0.0043546293,-0.0046100460,-0.0080618562,-0.0088928983,-0.0004481840,-0.0126621642
2026-07-01,-0.0053286002,-0.0100689482,-0.0062669122,-0.0084165950,0.0001503456,-0.0019649224,-0.0048739523,-0.0011956223,-0.0008594399,-0.0026672300,-0.0125206937,-0.0117655119,-0.0001290345,-0.0130564221
2026-07-02,-0.0049435090,-0.0103262956,-0.0073356840,-0.0084715265,0.0001746118,-0.0008357986,-0.0052307592,-0.0014518443,0.0022434569,-0.0005962681,-0.0152996260,-0.0131279738,0.0001959665,-0.0118238395
2026-07-03,-0.0039098969,-0.0097546340,-0.0077284634,-0.0079766236,0.0005234993,0.0006790475,-0.0051263572,-0.0012845231,0.0042712402,0.0012725533,-0.0161148825,-0.0130034290,0.0004578860,-0.0091359856
2026-07-06,-0.0023442530,-0.0084614686,-0.0074862729,-0.0070115513,0.0011252688,0.0024232661,-0.0046104907,-0.0007645958,0.0048717648,0.0026781105,-0.0149598868,-0.0115730039,0.0005927456,-0.0053202202
2026-07-07,-0.0004144447,-0.0066129478,-0.0067009963,-0.0056944369,0.0018747748,0.0042095197,-0.0037664067,0.0000000302,0.0040850904,0.0034576695,-0.0121121596,-0.0091387376,0.0005480555,-0.0008237784
2026-07-08,0.0016763788,-0.0044172527,-0.0055041899,-0.0041703268,0.0026452430,0.0058374625,-0.0027020267,0.0008759722,0.0023016316,0.0035677151,-0.0080904418,-0.0060778998,0.0002886196,0.0038349764
2026-07-09,0.0037092501,-0.0021043086,-0.0040526615,-0.0025971936,0.0033024843,0.0071135703,-0.0015390144,0.0017183421,0.0001338048,0.0030921508,-0.0035688208,-0.0027957912,-0.0001989907,0.0081227779
2026-07-10,0.0054703576,0.0000962380,-0.0025122712,-0.0011308289,0.0037200821,0.0078708836,-0.0004008027,0.0023858292,-0.0017589302,0.0022322147,0.0007362893,0.0003173733,-0.0009037991,0.0115490093
2026-07-13,0.0067715292,0.0019766759,-0.0010415506,0.0000899356,0.0037939819,0.0079866954,0.0005992658,0.0027554263,-0.0028415375,0.0012737778,0.0041847561,0.0029220183,-0.0017899829,0.0137183173
2026-07-14,0.0074682736,0.0033704646,0.0002232771,0.0009562749,0.0034549643,0.0073963786,0.0013685544,0.0027353652,-0.0028263375,0.0005321890,0.0063143690,0.0047558397,-0.0027987936,0.0143725966
2026-07-15,0.0074736585,0.0041672331,0.0011804562,0.0013994430,0.0026776806,0.0061018849,0.0018434990,0.0022749993,-0.0017201648,0.0002815538,0.0069068774,0.0056517162,-0.0038527886,0.0134178504
2026-07-16,0.0067667009,0.0043221413,0.0017709180,0.0013969187,0.0014852667,0.0041739472,0.0019949478,0.0013706633,0.0002073665,0.0006821835,0.0060076638,0.0055478359,-0.0048620979,0.0109331207
2026-07-17,0.0053944708,0.0038587455,0.0019818450,0.0009740449,-0.0000510166,0.0017476070,0.0018299929,0.0000669266,0.0025152026,0.0017243297,0.0038981946,0.0044908469,-0.0057322384,0.0071606575
2026-07-20,0.0034677065,0.0028651407,0.0018453343,0.0002010157,-0.0018171765,-0.0009886615,0.0013901538,-0.0015469000,0.0047086841,0.0032060283,0.0010299836,0.0026321612,-0.0063728192,0.0024785616
2026-07-21,0.0011503585,0.0014837941,0.0014324034,-0.0008144904,-0.0036664670,-0.0038093316,0.0007461312,-0.0033446901,0.0063489830,0.0047570161,-0.0020641160,0.0002167405,-0.0067063585,-0.0026409670
2026-07-22,-0.0013559407,-0.0001039062,0.0008430420,-0.0019383181,-0.0054330490,-0.0064722545,-0.0000103237,-0.0051751166,0.0071286069,0.0059100567,-0.0048623976,-0.0024367226,-0.0066763872,-0.0076830937
2026-07-23,-0.0038310018,-0.0016968578,0.0001934004,-0.0030234187,-0.0069480383,-0.0087412617,-0.0007765943,-0.0068758585,0.0069032707,0.0062081547,-0.0069330399,-0.0049649771,-0.0062540389,-0.0121458355
2026-07-24,-0.0060569755,-0.0030953184,-0.0003985154,-0.0039247025,-0.0080563993,-0.0104088128,-0.0014504159,-0.0082890487,0.0056862836,0.0053246107,-0.0079867035,-0.0069982726,-0.0054424362,-0.0155934975
2026-07-27,-0.0078390293,-0.0041217804,-0.0008271355,-0.0045137274,-0.0086330246,-0.0113165126,-0.0019410012,-0.0092764897,0.0036216438,0.0031662864,-0.0078979080,-0.0082048992,-0.0042783522,-0.0177022854
2026-07-28,-0.0090238341,-0.0046396011,-0.0010121032,-0.0046918094,-0.0085963978,-0.0113714816,-0.0021789628,-0.0097331804,0.0009532451,-0.0000686959,-0.0066975965,-0.0083375989,-0.0028308680,-0.0182932440
2026-07-29,-0.0095140979,-0.0045675613,-0.0009081999,-0.0044002895,-0.0079184412,-0.0105569204,-0.0021240398,-0.0095978557,-0.0019992694,-0.0038987500,-0.0045450346,-0.0072753660,-0.0011970088,-0.0173491215
2026-07-30,-0.0092777621,-0.0038889177,-0.0005113665,-0.0036269622,-0.0066294965,-0.0089357316,-0.0017698493,-0.0088595168,-0.0048584064,-0.0076369585,-0.0016899089,-0.0050532527,0.0005053698,-0.0150135627
2026-07-31,-0.0083509839,-0.0026540466,0.0001398269,-0.0024080399,-0.0048178392,-0.0066467002,-0.0011451766,-0.0075593136,-0.0072102828,-0.0105267148,0.0015651854,-0.0018733233,0.0021469091,-0.0115729884
2026-08-03,-0.0068346203,-0.0009763943,0.0009674564,-0.0008254493,-0.0026236442,-0.0038934342,-0.0003116553,-0.0057875751,-0.0086425433,-0.0119064454,0.0048951196,0.0019079658,0.0035975210,-0.0074234077
2026-08-04,-0.0048845506,0.0009779019,0.0018619702,0.0010002936,-0.0002278478,-0.0009269573,0.0006419593,-0.0036762469,-0.0088063517,-0.0113657946,0.0079735449,0.0058171626,0.0047376767,-0.0030260181
2026-08-05,-0.0026967583,0.0030057482,0.0026936180,0.0029209640,0.0021631502,0.0019765377,0.0016083824,-0.0013874286,-0.0074980881,-0.0088556367,0.0104877541,0.0093228562,0.0054691961,0.0011433873
2026-08-06,-0.0004885974,0.0048866883,0.0033264530,0.0047742371,0.0043355917,0.0045407786,0.0024724361,0.0009009266,-0.0047424824,-0.0047238275,0.0121524220,0.0119089002,0.0057245281,0.0046455987
2026-08-07,0.0015219735,0.0064044824,0.0036335022,0.0063987374,0.0060876318,0.0065150507,0.0031227013,0.0030108143,-0.0008492549,0.0003344973,0.0127276145,0.0131510051,0.0054736214,0.0071241857
2026-08-10,0.0031372068,0.0073686011,0.0035115607,0.0076491015,0.0072479991,0.0076979889,0.0034630513,0.0047800105,0.0035850246,0.0054032364,0.0120438737,0.0127842605,0.0047276703,0.0083417939
2026-08-11,0.0041984489,0.0076335584,0.0028940863,0.0084096239,0.0076922980,0.0079572688,0.0034229353,0.0060764503,0.0077472932,0.0095213417,0.0100328537,0.0107497797,0.0035392891,0.0082028059
2026-08-12,0.0046012882,0.0071142090,0.0017608279,0.0086051885,0.0073554023,0.0072432857,0.0029653920,0.0068098124,0.0107482347,0.0118701201,0.0067574142,0.0072115763,0.0019989834,0.0067602036
2026-08-13,0.0043055255,0.0057955117,0.0001431294,0.0082084463,0.0062387302,0.0055954420,0.0020919828,0.0069392303,0.0118073267,0.0119312685,0.0024319062,0.0025395630,0.0002281218,0.0042062418
2026-08-14,0.0033390151,0.0037357789,-0.0018757458,0.0072425542,0.0044116523,0.0031403324,0.0008441246,0.0064764194,0.0104395695,0.0095826829,-0.0025770847,-0.0027396463,-0.0016310538,0.0008483312
2026-08-17,0.0017950116,0.0010630527,-0.0041654462,0.0057792121,0.0020068175,0.0000818594,-0.0006993588,0.0054839401,0.0065941582,0.0051141767,-0.0077765197,-0.0080167388,-0.0034275561,-0.0029268869
2026-08-18,-0.0001767265,-0.0020351046,-0.0065581939,0.0039321809,-0.0007902597,-0.0033159368,-0.0024282862,0.0040687798,0.0007035304,-0.0008362122,-0.0126006537,-0.0126866124,-0.0050148698,-0.0066970662
2026-08-19,-0.0023842263,-0.0053274885,-0.0088624786,0.0018468935,-0.0037564757,-0.0067518613,-0.0042102469,0.0023718763,-0.0063772455,-0.0074074322,-0.0164871753,-0.0162338987,-0.0062640786,-0.0100503436
2026-08-20,-0.0046116222,-0.0085593446,-0.0108795789,-0.0003128581,-0.0066499500,-0.0099143292,-0.0059019850,0.0005545886,-0.0135318123,-0.0136724934,-0.0189635443,-0.0183030323,-0.0070756999,-0.0126290919
2026-08-21,-0.0066397620,-0.0114748150,-0.0124214139,-0.0023799006,-0.0092307076,-0.0125095036,-0.0073620011,-0.0012165932,-0.0196079086,-0.0187938831,-0.0197270037,-0.0187416136,-0.0073891062,-0.0141665392
2026-08-24,-0.0082671339,-0.0138396535,-0.0133280710,-0.0041989055,-0.0112813893,-0.0142882396,-0.0084632078,-0.0027856439,-0.0236520867,-0.0221479916,-0.0187011161,-0.0176106947,-0.0071886074,-0.0145124753
2026-08-25,-0.0093291182,-0.0154620940,-0.0134833583,-0.0056404226,-0.0126261282,-0.0150693456,-0.0091044630,-0.0040214260,-0.0250963993,-0.0233995270,-0.0160552376,-0.0151615950,-0.0065055521,-0.0136455743
2026-08-26,-0.0097137287,-0.0162099236,-0.0128268866,-0.0066123984,-0.0131458939,-0.0147569828,-0.0092199039,-0.0048295765,-0.0238532222,-0.0225199774,-0.0121805065,-0.0117847650,-0.0054161542,-0.0116714112
